student_id,post_time,platform,text_content,emotion_label
S000011,2025-09-09 08:22:00,树洞,下节课换到了更大的教室。 给自己加油！,neutral
S000011,2025-09-30 07:01:00,校园论坛,下节课换到了更大的教室。 #校园生活,neutral
S000011,2025-10-02 08:10:00,树洞,明天有小组会议，要准备一下PPT。 #今天,neutral
S000011,2025-10-04 01:06:00,匿名留言板,生活费快花完了，又不好意思向家里要... 加油！,negative
S000011,2025-10-31 07:12:00,校园论坛,今天食堂推出了新菜品，排队的人很多。 #校园生活,neutral
S000011,2025-11-08 10:01:00,匿名留言板,今天的午餐特别好吃，食堂阿姨太棒了！,positive
S000012,2025-09-16 23:57:00,校园论坛,想家了，好想回家... 给自己加油！,negative
S000012,2025-10-19 21:47:00,校园论坛,明天早八有课，要定闹钟了。 希望明天会更好,neutral
S000012,2025-10-22 22:18:00,匿名留言板,感觉自己什么都做不好，好失败... #今天,negative
S000012,2025-10-26 19:32:00,校园论坛,解决了困扰我好久的问题，太开心了！,positive
S000012,2025-11-25 06:23:00,校园论坛,今天的课好难，完全听不懂。 希望明天会更好,negative
S000012,2025-11-30 13:00:00,匿名留言板,感觉和周围的人格格不入。 给自己加油！,negative
S000013,2025-09-22 21:05:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。 #校园生活,positive
S000013,2025-10-01 21:19:00,校园论坛,周末和室友一起去看了电影，很放松！,positive
S000013,2025-10-02 15:39:00,校园论坛,图书馆九点闭馆，需要早点去。 #记录,neutral
S000013,2025-10-12 14:28:00,校园论坛,感觉自己什么都做不好，好失败... 分享给大家~,negative
S000013,2025-11-10 00:19:00,匿名留言板,收到了好朋友的礼物，感动！ 希望明天会更好,positive
S000013,2025-11-20 18:12:00,校园论坛,下节课换到了更大的教室。 #记录,neutral
S000014,2025-09-19 20:44:00,校园论坛,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ #今天,positive
S000014,2025-10-02 20:17:00,匿名留言板,耳机丢了，最近只能外放了。 #记录,neutral
S000014,2025-10-27 19:52:00,树洞,耳机丢了，最近只能外放了。 #今天,neutral
S000014,2025-10-30 21:33:00,树洞,明天早八有课，要定闹钟了。 #校园生活,neutral
S000014,2025-11-10 14:57:00,校园论坛,小组项目进展顺利，大家配合得很好。 #记录,positive
S000014,2025-11-29 16:29:00,校园论坛,完成了一个月的早起打卡计划，坚持就是胜利！,positive
S000015,2025-09-27 13:24:00,校园论坛,图书馆二楼的自习室比较安静。 加油！,neutral
S000015,2025-09-28 02:26:00,校园论坛,感觉和周围的人格格不入。 #记录,negative
S000015,2025-10-06 14:04:00,校园论坛,今天作业不多，可以早点休息。 #日常,neutral
S000015,2025-10-24 17:47:00,校园论坛,明天早八有课，要定闹钟了。,neutral
S000015,2025-11-09 02:08:00,校园论坛,图书馆的氛围很好，学习效率很高。 加油！,positive
S000015,2025-11-13 12:30:00,匿名留言板,完成了所有作业，可以好好休息一下了。 #日常,positive
S000016,2025-10-05 13:31:00,匿名留言板,今天的阳光很温暖，适合出去走走。 给自己加油！,positive
S000016,2025-10-14 12:17:00,树洞,手机内存不够了，需要清理一下。 #日常,neutral
S000016,2025-10-21 18:36:00,校园论坛,图书馆九点闭馆，需要早点去。 给自己加油！,neutral
S000016,2025-10-22 23:10:00,匿名留言板,这周生活费还剩一半，需要省着点花。 希望明天会更好,neutral
S000016,2025-10-30 05:03:00,校园论坛,今天的阳光很温暖，适合出去走走。,positive
S000016,2025-10-31 00:47:00,匿名留言板,生活费快花完了，又不好意思向家里要...,negative
S000017,2025-09-15 05:19:00,匿名留言板,今天天气真好，心情也很棒！ #日常,positive
S000017,2025-10-02 03:44:00,匿名留言板,明天早八有课，要定闹钟了。,neutral
S000017,2025-10-19 12:45:00,树洞,解决了困扰我好久的问题，太开心了！ 加油！,positive
S000017,2025-10-30 22:16:00,匿名留言板,天气预报说明天会下雨，记得带伞。 希望明天会更好,neutral
S000017,2025-11-19 04:15:00,树洞,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ 希望明天会更好,positive
S000017,2025-11-23 01:48:00,树洞,完成了一个月的早起打卡计划，坚持就是胜利！,positive
S000018,2025-10-02 14:36:00,校园论坛,下节课换到了更大的教室。 #校园生活,neutral
S000018,2025-10-14 00:54:00,校园论坛,被同学误会了，解释也没人听...,negative
S000018,2025-10-17 20:57:00,校园论坛,这周生活费还剩一半，需要省着点花。 #今天,neutral
S000018,2025-11-06 20:17:00,校园论坛,电脑风扇声音很大，该清灰了。 #记录,neutral
S000018,2025-11-12 01:22:00,匿名留言板,生活费快花完了，又不好意思向家里要...,negative
S000018,2025-11-15 08:20:00,树洞,图书馆九点闭馆，需要早点去。 #日常,neutral
S000019,2025-09-11 07:46:00,匿名留言板,感觉和周围的人格格不入。,negative
S000019,2025-10-12 05:31:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！ #校园生活,positive
S000019,2025-10-22 22:15:00,校园论坛,今天摔了一跤，膝盖好疼... #校园生活,negative
S000019,2025-11-07 11:27:00,校园论坛,电脑风扇声音很大，该清灰了。 #校园生活,neutral
S000019,2025-11-16 22:56:00,树洞,今天天气真好，心情也很棒！ 分享给大家~,positive
S000019,2025-11-22 22:31:00,校园论坛,今天感觉好累，什么都不想做。,negative
S000020,2025-09-13 06:18:00,校园论坛,今天上课老师讲的内容很有趣，学到了很多新知识。 #日常,positive
S000020,2025-09-16 23:34:00,校园论坛,天气预报说明天会下雨，记得带伞。,neutral
S000020,2025-09-17 20:55:00,匿名留言板,明天有小组会议，要准备一下PPT。,neutral
S000020,2025-10-29 08:19:00,校园论坛,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ 加油！,positive
S000020,2025-11-01 08:46:00,校园论坛,论文写不出来，deadline又快到了。 希望明天会更好,negative
S000020,2025-11-08 04:17:00,校园论坛,考试终于结束了，感觉发挥得不错！ 分享给大家~,positive
S000021,2025-09-29 16:24:00,树洞,最近总是莫名的焦虑不安。 #日常,negative
S000021,2025-10-02 03:35:00,匿名留言板,明天早八有课，要定闹钟了。 希望明天会更好,neutral
S000021,2025-10-25 09:36:00,校园论坛,明天早八有课，要定闹钟了。 加油！,neutral
S000021,2025-10-31 15:28:00,树洞,考试没考好，心情很低落... #日常,negative
S000021,2025-11-01 03:52:00,匿名留言板,小组项目进展顺利，大家配合得很好。,positive
S000021,2025-11-27 01:09:00,校园论坛,解决了困扰我好久的问题，太开心了！ #日常,positive
S000022,2025-09-10 01:10:00,树洞,明天早八有课，要定闹钟了。 加油！,neutral
S000022,2025-09-10 21:14:00,树洞,图书馆二楼的自习室比较安静。 给自己加油！,neutral
S000022,2025-09-26 13:07:00,树洞,对未来很迷茫，不知道该怎么办。 #日常,negative
S000022,2025-09-27 20:13:00,校园论坛,和朋友们一起吃饭好开心呀！,positive
S000022,2025-10-08 01:14:00,树洞,和同学讨论问题很有收获，团队合作很重要。 加油！,positive
S000022,2025-11-10 02:10:00,匿名留言板,今天尝试了一道新菜，很成功！ 加油！,positive
S000023,2025-09-23 15:33:00,树洞,下个月有英语四级考试，要开始准备了。,neutral
S000023,2025-10-05 16:34:00,校园论坛,最近压力好大，睡不着觉。 希望明天会更好,negative
S000023,2025-10-07 14:07:00,校园论坛,想家了，好想回家... 加油！,negative
S000023,2025-10-26 20:52:00,校园论坛,最近压力好大，睡不着觉。 #记录,negative
S000023,2025-10-26 23:20:00,校园论坛,今天上了三节课，分别是高数、英语和体育。,neutral
S000023,2025-11-26 18:37:00,校园论坛,下个月有英语四级考试，要开始准备了。 希望明天会更好,neutral
S000024,2025-09-01 21:55:00,校园论坛,每天都很忙碌但又觉得没有意义...,negative
S000024,2025-10-11 08:20:00,树洞,图书馆的氛围很好，学习效率很高。 分享给大家~,positive
S000024,2025-10-13 10:42:00,校园论坛,今天上课老师讲的内容很有趣，学到了很多新知识。 #校园生活,positive
S000024,2025-10-17 19:48:00,校园论坛,最近总是莫名的焦虑不安。,negative
S000024,2025-11-03 09:42:00,校园论坛,电脑风扇声音很大，该清灰了。,neutral
S000024,2025-11-10 04:59:00,校园论坛,小组项目进展顺利，大家配合得很好。,positive
S000025,2025-10-24 10:59:00,校园论坛,下个月有英语四级考试，要开始准备了。,neutral
S000025,2025-10-24 15:30:00,校园论坛,今天被老师表扬了，有点小骄傲！,positive
S000025,2025-11-10 13:05:00,树洞,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ #记录,positive
S000025,2025-11-16 16:47:00,匿名留言板,图书馆九点闭馆，需要早点去。 #日常,neutral
S000025,2025-11-20 19:51:00,匿名留言板,今天上课老师讲的内容很有趣，学到了很多新知识。 #日常,positive
S000025,2025-11-22 04:31:00,匿名留言板,学校最近在举办运动会报名。 分享给大家~,neutral
S000026,2025-10-09 18:37:00,校园论坛,下周有社团活动，需要招募志愿者。,neutral
S000026,2025-10-12 06:44:00,树洞,图书馆的氛围很好，学习效率很高。,positive
S000026,2025-10-13 03:55:00,树洞,明天有小组会议，要准备一下PPT。 分享给大家~,neutral
S000026,2025-10-23 01:20:00,树洞,下节课换到了更大的教室。 #今天,neutral
S000026,2025-11-01 11:21:00,校园论坛,感觉和周围的人格格不入。 #今天,negative
S000026,2025-11-23 04:31:00,树洞,这周生活费还剩一半，需要省着点花。 分享给大家~,neutral
S000027,2025-09-02 23:09:00,校园论坛,对未来很迷茫，不知道该怎么办。,negative
S000027,2025-09-09 07:40:00,匿名留言板,学校最近在举办运动会报名。,neutral
S000027,2025-10-04 10:39:00,树洞,图书馆九点闭馆，需要早点去。 #校园生活,neutral
S000027,2025-10-09 00:02:00,校园论坛,考试没考好，心情很低落... #日常,negative
S000027,2025-10-26 03:48:00,校园论坛,明天有小组会议，要准备一下PPT。 #记录,neutral
S000027,2025-11-08 12:20:00,校园论坛,下周有社团活动，需要招募志愿者。 分享给大家~,neutral
S000028,2025-09-02 14:57:00,校园论坛,今天被老师表扬了，有点小骄傲！,positive
S000028,2025-09-22 05:05:00,匿名留言板,下节课换到了更大的教室。 希望明天会更好,neutral
S000028,2025-10-09 06:24:00,校园论坛,明天有小组会议，要准备一下PPT。,neutral
S000028,2025-10-15 18:19:00,校园论坛,手机内存不够了，需要清理一下。 加油！,neutral
S000028,2025-10-26 04:15:00,匿名留言板,今天摔了一跤，膝盖好疼... 给自己加油！,negative
S000028,2025-11-03 18:09:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！ #记录,positive
S000029,2025-09-17 02:58:00,校园论坛,收到了好朋友的礼物，感动！,positive
S000029,2025-10-03 21:48:00,校园论坛,这周生活费还剩一半，需要省着点花。 给自己加油！,neutral
S000029,2025-10-07 07:38:00,校园论坛,今天作业不多，可以早点休息。 给自己加油！,neutral
S000029,2025-10-16 18:18:00,树洞,学校最近在举办运动会报名。,neutral
S000029,2025-11-20 20:02:00,匿名留言板,最近总是莫名的焦虑不安。,negative
S000029,2025-11-24 12:17:00,匿名留言板,考试终于结束了，感觉发挥得不错！ 希望明天会更好,positive
S000030,2025-09-19 07:55:00,校园论坛,下节课换到了更大的教室。 分享给大家~,neutral
S000030,2025-10-21 00:16:00,匿名留言板,最近总是莫名的焦虑不安。 #校园生活,negative
S000030,2025-10-31 00:39:00,树洞,电脑风扇声音很大，该清灰了。 #校园生活,neutral
S000030,2025-11-01 09:47:00,树洞,明天有小组会议，要准备一下PPT。 #记录,neutral
S000030,2025-11-09 11:33:00,校园论坛,期末复习太累了，脑子转不动。,negative
S000030,2025-11-26 08:37:00,匿名留言板,生活费快花完了，又不好意思向家里要...,negative
S000031,2025-09-15 03:15:00,校园论坛,这周生活费还剩一半，需要省着点花。 #今天,neutral
S000031,2025-09-20 13:41:00,校园论坛,小组项目进展顺利，大家配合得很好。 希望明天会更好,positive
S000031,2025-09-29 20:04:00,校园论坛,今天食堂推出了新菜品，排队的人很多。 加油！,neutral
S000031,2025-10-06 01:44:00,树洞,最近总是莫名的焦虑不安。 #记录,negative
S000031,2025-10-23 03:08:00,树洞,考试终于结束了，感觉发挥得不错！ #日常,positive
S000031,2025-11-25 23:44:00,匿名留言板,手机内存不够了，需要清理一下。 希望明天会更好,neutral
S000032,2025-09-19 04:34:00,匿名留言板,今天上课老师讲的内容很有趣，学到了很多新知识。,positive
S000032,2025-09-25 03:54:00,校园论坛,图书馆九点闭馆，需要早点去。 给自己加油！,neutral
S000032,2025-09-30 10:49:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。,positive
S000032,2025-10-17 03:43:00,校园论坛,生活费快花完了，又不好意思向家里要...,negative
S000032,2025-11-12 06:04:00,匿名留言板,电脑风扇声音很大，该清灰了。,neutral
S000032,2025-11-21 19:01:00,树洞,今天的阳光很温暖，适合出去走走。,positive
S000033,2025-09-04 01:30:00,校园论坛,手机内存不够了，需要清理一下。 给自己加油！,neutral
S000033,2025-09-04 04:00:00,校园论坛,最近食欲不好，什么都不想吃。 希望明天会更好,negative
S000033,2025-09-09 15:28:00,校园论坛,耳机丢了，最近只能外放了。 希望明天会更好,neutral
S000033,2025-09-23 08:03:00,校园论坛,收到了好朋友的礼物，感动！ 分享给大家~,positive
S000033,2025-10-27 02:57:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。,positive
S000033,2025-11-04 07:39:00,校园论坛,天气凉爽，适合跑步，感觉状态很好。 #日常,positive
S000034,2025-09-13 10:27:00,树洞,期末复习太累了，脑子转不动。 #校园生活,negative
S000034,2025-09-15 20:41:00,树洞,电脑风扇声音很大，该清灰了。 加油！,neutral
S000034,2025-10-06 19:40:00,树洞,今天的课好难，完全听不懂。 #今天,negative
S000034,2025-10-26 14:56:00,校园论坛,今天的阳光很温暖，适合出去走走。 #记录,positive
S000034,2025-11-07 09:29:00,匿名留言板,每天都很忙碌但又觉得没有意义...,negative
S000034,2025-11-27 15:04:00,校园论坛,和朋友们一起吃饭好开心呀！,positive
S000035,2025-09-16 13:22:00,校园论坛,手机内存不够了，需要清理一下。 加油！,neutral
S000035,2025-10-06 18:14:00,匿名留言板,电脑风扇声音很大，该清灰了。 希望明天会更好,neutral
S000035,2025-10-07 19:19:00,校园论坛,今天摔了一跤，膝盖好疼... 分享给大家~,negative
S000035,2025-10-18 04:35:00,校园论坛,今天被老师表扬了，有点小骄傲！ 分享给大家~,positive
S000035,2025-11-22 17:01:00,校园论坛,下个月有英语四级考试，要开始准备了。,neutral
S000035,2025-11-24 15:14:00,校园论坛,室友今天生日，准备买个蛋糕。 分享给大家~,neutral
S000036,2025-09-28 12:26:00,校园论坛,今天和室友闹矛盾了，心情很差。 #校园生活,negative
S000036,2025-10-12 18:38:00,校园论坛,考试终于结束了，感觉发挥得不错！,positive
S000036,2025-11-12 21:25:00,匿名留言板,今天天气真好，心情也很棒！,positive
S000036,2025-11-17 14:26:00,校园论坛,天气凉爽，适合跑步，感觉状态很好。,positive
S000036,2025-11-19 01:43:00,校园论坛,今天尝试了一道新菜，很成功！ 给自己加油！,positive
S000036,2025-11-29 09:58:00,树洞,今天感觉好累，什么都不想做。,negative
S000037,2025-09-06 07:25:00,校园论坛,食堂今天的菜色和昨天差不多。,neutral
S000037,2025-09-10 10:36:00,匿名留言板,人际交往好复杂，感觉好累。 加油！,negative
S000037,2025-09-15 09:43:00,匿名留言板,下周有社团活动，需要招募志愿者。 分享给大家~,neutral
S000037,2025-09-28 04:48:00,校园论坛,今天的阳光很温暖，适合出去走走。,positive
S000037,2025-10-26 05:08:00,匿名留言板,最近食欲不好，什么都不想吃。 分享给大家~,negative
S000037,2025-11-25 11:04:00,校园论坛,考试没考好，心情很低落... #今天,negative
S000038,2025-09-14 07:27:00,校园论坛,论文写不出来，deadline又快到了。,negative
S000038,2025-09-15 16:32:00,匿名留言板,完成了所有作业，可以好好休息一下了。 #校园生活,positive
S000038,2025-10-08 03:25:00,树洞,今天的阳光很温暖，适合出去走走。,positive
S000038,2025-10-10 23:21:00,匿名留言板,今天上课老师讲的内容很有趣，学到了很多新知识。,positive
S000038,2025-11-19 14:53:00,校园论坛,室友今天生日，准备买个蛋糕。,neutral
S000038,2025-11-22 04:15:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！,positive
S000039,2025-09-20 20:04:00,匿名留言板,小组项目进展顺利，大家配合得很好。 #记录,positive
S000039,2025-10-07 02:41:00,匿名留言板,图书馆九点闭馆，需要早点去。 希望明天会更好,neutral
S000039,2025-10-31 14:40:00,校园论坛,期末复习太累了，脑子转不动。 希望明天会更好,negative
S000039,2025-11-04 02:19:00,校园论坛,考试没考好，心情很低落...,negative
S000039,2025-11-14 14:43:00,匿名留言板,图书馆二楼的自习室比较安静。 给自己加油！,neutral
S000039,2025-11-19 10:55:00,校园论坛,快递到了，要去菜鸟驿站取。,neutral
S000040,2025-09-08 14:06:00,校园论坛,快递到了，要去菜鸟驿站取。 加油！,neutral
S000040,2025-10-14 21:38:00,校园论坛,今天的阳光很温暖，适合出去走走。,positive
S000040,2025-10-20 14:37:00,树洞,考试没考好，心情很低落... #记录,negative
S000040,2025-11-13 20:12:00,校园论坛,被同学误会了，解释也没人听... 分享给大家~,negative
S000040,2025-11-18 05:23:00,校园论坛,想家了，好想回家... #今天,negative
S000040,2025-11-22 05:02:00,匿名留言板,今天尝试了一道新菜，很成功！ #记录,positive
S000041,2025-10-14 15:12:00,校园论坛,收到了心仪公司的offer，太激动了！,positive
S000041,2025-10-21 04:38:00,匿名留言板,图书馆九点闭馆，需要早点去。 #日常,neutral
S000041,2025-10-25 16:23:00,树洞,和同学讨论问题很有收获，团队合作很重要。,positive
S000041,2025-11-11 21:24:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。,positive
S000041,2025-11-14 21:09:00,匿名留言板,学校最近在举办运动会报名。 给自己加油！,neutral
S000041,2025-11-22 10:52:00,匿名留言板,天气凉爽，适合跑步，感觉状态很好。,positive
S000042,2025-09-13 16:49:00,匿名留言板,论文写不出来，deadline又快到了。,negative
S000042,2025-10-01 14:39:00,匿名留言板,今天尝试了一道新菜，很成功！,positive
S000042,2025-10-10 15:57:00,树洞,室友今天生日，准备买个蛋糕。 给自己加油！,neutral
S000042,2025-10-27 14:49:00,匿名留言板,图书馆的氛围很好，学习效率很高。 分享给大家~,positive
S000042,2025-11-19 04:38:00,树洞,今天和室友闹矛盾了，心情很差。,negative
S000042,2025-11-19 05:46:00,匿名留言板,每天都很忙碌但又觉得没有意义... #校园生活,negative
S000043,2025-09-21 06:51:00,匿名留言板,下个月有英语四级考试，要开始准备了。,neutral
S000043,2025-09-21 08:28:00,校园论坛,这周生活费还剩一半，需要省着点花。 #今天,neutral
S000043,2025-09-29 14:56:00,校园论坛,今天感觉好累，什么都不想做。 #今天,negative
S000043,2025-10-11 03:53:00,校园论坛,快递到了，要去菜鸟驿站取。,neutral
S000043,2025-10-18 17:59:00,校园论坛,天气凉爽，适合跑步，感觉状态很好。,positive
S000043,2025-11-04 11:15:00,校园论坛,最近压力好大，睡不着觉。 #校园生活,negative
S000044,2025-09-07 07:26:00,校园论坛,明天早八有课，要定闹钟了。 #记录,neutral
S000044,2025-09-11 00:16:00,树洞,收到了心仪公司的offer，太激动了！ 分享给大家~,positive
S000044,2025-09-19 09:27:00,匿名留言板,完成了所有作业，可以好好休息一下了。,positive
S000044,2025-10-07 15:44:00,匿名留言板,下周有社团活动，需要招募志愿者。 #记录,neutral
S000044,2025-11-03 19:34:00,校园论坛,天气凉爽，适合跑步，感觉状态很好。 希望明天会更好,positive
S000044,2025-11-17 16:27:00,校园论坛,和同学讨论问题很有收获，团队合作很重要。,positive
S000045,2025-09-24 21:42:00,树洞,完成了所有作业，可以好好休息一下了。,positive
S000045,2025-10-13 04:02:00,校园论坛,今天的课好难，完全听不懂。 给自己加油！,negative
S000045,2025-10-16 02:22:00,匿名留言板,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ 希望明天会更好,positive
S000045,2025-10-31 01:40:00,匿名留言板,生活费快花完了，又不好意思向家里要... #日常,negative
S000045,2025-11-09 16:50:00,校园论坛,电脑风扇声音很大，该清灰了。,neutral
S000045,2025-11-27 14:44:00,校园论坛,今天和室友闹矛盾了，心情很差。,negative
S000046,2025-09-16 11:27:00,校园论坛,今天食堂推出了新菜品，排队的人很多。 #今天,neutral
S000046,2025-09-24 15:44:00,树洞,论文写不出来，deadline又快到了。 #日常,negative
S000046,2025-10-10 16:25:00,校园论坛,电脑风扇声音很大，该清灰了。 #记录,neutral
S000046,2025-10-25 02:27:00,校园论坛,天气预报说明天会下雨，记得带伞。 分享给大家~,neutral
S000046,2025-10-29 01:18:00,校园论坛,周末和室友一起去看了电影，很放松！,positive
S000046,2025-11-22 06:18:00,校园论坛,考试没考好，心情很低落... 给自己加油！,negative
S000047,2025-09-14 02:20:00,匿名留言板,学校最近在举办运动会报名。 #记录,neutral
S000047,2025-10-16 19:27:00,匿名留言板,考试终于结束了，感觉发挥得不错！,positive
S000047,2025-10-22 11:32:00,校园论坛,天气预报说明天会下雨，记得带伞。,neutral
S000047,2025-10-25 05:44:00,匿名留言板,最近总是莫名的焦虑不安。,negative
S000047,2025-11-17 21:50:00,校园论坛,对未来很迷茫，不知道该怎么办。,negative
S000047,2025-11-22 11:23:00,匿名留言板,今天摔了一跤，膝盖好疼...,negative
S000048,2025-09-24 15:33:00,校园论坛,感觉和周围的人格格不入。,negative
S000048,2025-10-04 22:28:00,匿名留言板,和新同学认识聊得很愉快，交到了新朋友。 #日常,positive
S000048,2025-10-17 12:20:00,校园论坛,今天作业不多，可以早点休息。,neutral
S000048,2025-10-27 02:51:00,校园论坛,快递到了，要去菜鸟驿站取。 给自己加油！,neutral
S000048,2025-11-02 06:07:00,校园论坛,和朋友们一起吃饭好开心呀！ #记录,positive
S000048,2025-11-26 14:23:00,校园论坛,最近压力好大，睡不着觉。 希望明天会更好,negative
S000049,2025-09-09 09:25:00,校园论坛,下周有社团活动，需要招募志愿者。 分享给大家~,neutral
S000049,2025-09-09 17:34:00,匿名留言板,和同学讨论问题很有收获，团队合作很重要。,positive
S000049,2025-09-26 04:15:00,匿名留言板,今天上了三节课，分别是高数、英语和体育。 #校园生活,neutral
